DATE,consumer_loans
30/11/2022,935.5114
07/12/2022,934.1595
14/12/2022,936.2642
21/12/2022,936.582
28/12/2022,936.4171
04/01/2023,942.4259
11/01/2023,944.6114
18/01/2023,950.0542
25/01/2023,950.3897
01/02/2023,951.84
08/02/2023,954.3279
15/02/2023,957.1378
22/02/2023,960.2284
01/03/2023,958.1362
08/03/2023,965.1121
15/03/2023,968.2839
22/03/2023,973.8607
29/03/2023,975.5482
05/04/2023,976.1162
12/04/2023,976.6656
19/04/2023,983.1513
