DATE,unemployment_claims
04/05/1991,3524000
11/05/1991,3492000
18/05/1991,3459000
25/05/1991,3472000
01/06/1991,3522000
08/06/1991,3439000
15/06/1991,3428000
22/06/1991,3389000
29/06/1991,3356000
06/07/1991,3393000
13/07/1991,3255000
20/07/1991,3276000
27/07/1991,3306000
03/08/1991,3307000
10/08/1991,3314000
17/08/1991,3282000
24/08/1991,3277000
31/08/1991,3279000
07/09/1991,3326000
14/09/1991,3275000
21/09/1991,3294000
28/09/1991,3290000
05/10/1991,3388000
12/10/1991,3237000
19/10/1991,3320000
26/10/1991,3299000
02/11/1991,3336000
09/11/1991,3328000
16/11/1991,3315000
23/11/1991,3226000
30/11/1991,3348000
07/12/1991,3388000
14/12/1991,3405000
21/12/1991,3264000
28/12/1991,3340000
04/01/1992,3410000
11/01/1992,3342000
18/01/1992,3297000
25/01/1992,3364000
01/02/1992,3301000
08/02/1992,3320000
15/02/1992,3260000
22/02/1992,3412000
29/02/1992,3280000
07/03/1992,3288000
14/03/1992,3280000
21/03/1992,3344000
28/03/1992,3336000
04/04/1992,3383000
11/04/1992,3288000
18/04/1992,3339000
25/04/1992,3365000
02/05/1992,3397000
09/05/1992,3354000
16/05/1992,3296000
23/05/1992,3285000
30/05/1992,3392000
06/06/1992,3265000
13/06/1992,3270000
20/06/1992,3284000
27/06/1992,3340000
04/07/1992,3212000
11/07/1992,3103000
18/07/1992,3238000
25/07/1992,3318000
01/08/1992,3467000
08/08/1992,3211000
15/08/1992,3210000
22/08/1992,3188000
29/08/1992,3175000
05/09/1992,3167000
12/09/1992,3261000
19/09/1992,3195000
26/09/1992,3194000
03/10/1992,3121000
10/10/1992,3072000
17/10/1992,3083000
24/10/1992,3063000
31/10/1992,2973000
07/11/1992,3017000
14/11/1992,2962000
21/11/1992,2906000
28/11/1992,2911000
05/12/1992,2918000
12/12/1992,2807000
19/12/1992,2770000
26/12/1992,2800000
02/01/1993,2729000
09/01/1993,2697000
16/01/1993,2749000
23/01/1993,2727000
30/01/1993,2663000
06/02/1993,2645000
13/02/1993,2628000
20/02/1993,2646000
27/02/1993,2645000
06/03/1993,2683000
13/03/1993,2618000
20/03/1993,2724000
27/03/1993,2725000
03/04/1993,2729000
10/04/1993,2781000
17/04/1993,2800000
24/04/1993,2792000
01/05/1993,2747000
08/05/1993,2820000
15/05/1993,2772000
22/05/1993,2816000
29/05/1993,2737000
05/06/1993,2808000
12/06/1993,2836000
19/06/1993,2857000
26/06/1993,2747000
03/07/1993,2724000
10/07/1993,2778000
17/07/1993,2766000
24/07/1993,2803000
31/07/1993,2843000
07/08/1993,2813000
14/08/1993,2791000
21/08/1993,2821000
28/08/1993,2788000
04/09/1993,2768000
11/09/1993,2844000
18/09/1993,2856000
25/09/1993,2836000
02/10/1993,2810000
09/10/1993,2799000
16/10/1993,2833000
23/10/1993,2882000
30/10/1993,2801000
06/11/1993,2833000
13/11/1993,2785000
20/11/1993,2801000
27/11/1993,2784000
04/12/1993,2802000
11/12/1993,2747000
18/12/1993,2780000
25/12/1993,2720000
01/01/1994,2633000
08/01/1994,2705000
15/01/1994,2634000
22/01/1994,2814000
29/01/1994,2762000
05/02/1994,2764000
12/02/1994,2861000
19/02/1994,2748000
26/02/1994,2797000
05/03/1994,2779000
12/03/1994,2783000
19/03/1994,2746000
26/03/1994,2710000
02/04/1994,2730000
09/04/1994,2773000
16/04/1994,2716000
23/04/1994,2695000
30/04/1994,2769000
07/05/1994,2726000
14/05/1994,2792000
21/05/1994,2766000
28/05/1994,2727000
04/06/1994,2740000
11/06/1994,2755000
18/06/1994,2698000
25/06/1994,2687000
02/07/1994,2672000
09/07/1994,2670000
16/07/1994,2680000
23/07/1994,2650000
30/07/1994,2626000
06/08/1994,2644000
13/08/1994,2639000
20/08/1994,2659000
27/08/1994,2648000
03/09/1994,2645000
10/09/1994,2633000
17/09/1994,2638000
24/09/1994,2601000
01/10/1994,2597000
08/10/1994,2561000
15/10/1994,2620000
22/10/1994,2556000
29/10/1994,2536000
05/11/1994,2538000
12/11/1994,2528000
19/11/1994,2533000
26/11/1994,2530000
03/12/1994,2513000
10/12/1994,2508000
17/12/1994,2557000
24/12/1994,2567000
31/12/1994,2499000
07/01/1995,2486000
14/01/1995,2559000
21/01/1995,2473000
28/01/1995,2532000
04/02/1995,2501000
11/02/1995,2515000
18/02/1995,2541000
25/02/1995,2533000
04/03/1995,2518000
11/03/1995,2564000
18/03/1995,2513000
25/03/1995,2530000
01/04/1995,2484000
08/04/1995,2500000
15/04/1995,2505000
22/04/1995,2569000
29/04/1995,2539000
06/05/1995,2535000
13/05/1995,2567000
20/05/1995,2616000
27/05/1995,2574000
03/06/1995,2608000
10/06/1995,2614000
17/06/1995,2603000
24/06/1995,2602000
01/07/1995,2596000
08/07/1995,2651000
15/07/1995,2677000
22/07/1995,2605000
29/07/1995,2585000
05/08/1995,2592000
12/08/1995,2612000
19/08/1995,2615000
26/08/1995,2610000
02/09/1995,2613000
09/09/1995,2636000
16/09/1995,2650000
23/09/1995,2626000
30/09/1995,2609000
07/10/1995,2651000
14/10/1995,2688000
21/10/1995,2640000
28/10/1995,2674000
04/11/1995,2649000
11/11/1995,2674000
18/11/1995,2653000
25/11/1995,2712000
02/12/1995,2623000
09/12/1995,2629000
16/12/1995,2631000
23/12/1995,2622000
30/12/1995,2558000
06/01/1996,2549000
13/01/1996,2702000
20/01/1996,2707000
27/01/1996,2637000
03/02/1996,2750000
10/02/1996,2672000
17/02/1996,2694000
24/02/1996,2655000
02/03/1996,2688000
09/03/1996,2647000
16/03/1996,2677000
23/03/1996,2738000
30/03/1996,2675000
06/04/1996,2648000
13/04/1996,2657000
20/04/1996,2620000
27/04/1996,2609000
04/05/1996,2602000
11/05/1996,2586000
18/05/1996,2584000
25/05/1996,2590000
01/06/1996,2553000
08/06/1996,2521000
15/06/1996,2560000
22/06/1996,2550000
29/06/1996,2556000
06/07/1996,2501000
13/07/1996,2495000
20/07/1996,2492000
27/07/1996,2472000
03/08/1996,2476000
10/08/1996,2492000
17/08/1996,2495000
24/08/1996,2493000
31/08/1996,2516000
07/09/1996,2443000
14/09/1996,2486000
21/09/1996,2484000
28/09/1996,2479000
05/10/1996,2496000
12/10/1996,2422000
19/10/1996,2449000
26/10/1996,2474000
02/11/1996,2452000
09/11/1996,2475000
16/11/1996,2406000
23/11/1996,2350000
30/11/1996,2460000
07/12/1996,2484000
14/12/1996,2464000
21/12/1996,2506000
28/12/1996,2497000
04/01/1997,2552000
11/01/1997,2473000
18/01/1997,2434000
25/01/1997,2492000
01/02/1997,2403000
08/02/1997,2436000
15/02/1997,2407000
22/02/1997,2414000
01/03/1997,2370000
08/03/1997,2371000
15/03/1997,2344000
22/03/1997,2322000
29/03/1997,2331000
05/04/1997,2359000
12/04/1997,2307000
19/04/1997,2304000
26/04/1997,2327000
03/05/1997,2339000
10/05/1997,2318000
17/05/1997,2276000
24/05/1997,2274000
31/05/1997,2307000
07/06/1997,2276000
14/06/1997,2265000
21/06/1997,2303000
28/06/1997,2338000
05/07/1997,2289000
12/07/1997,2262000
19/07/1997,2268000
26/07/1997,2259000
02/08/1997,2235000
09/08/1997,2270000
16/08/1997,2290000
23/08/1997,2283000
30/08/1997,2284000
06/09/1997,2265000
13/09/1997,2200000
20/09/1997,2241000
27/09/1997,2233000
04/10/1997,2239000
11/10/1997,2213000
18/10/1997,2182000
25/10/1997,2228000
01/11/1997,2201000
08/11/1997,2207000
15/11/1997,2209000
22/11/1997,2216000
29/11/1997,2242000
06/12/1997,2230000
13/12/1997,2231000
20/12/1997,2189000
27/12/1997,2291000
03/01/1998,2369000
10/01/1998,2291000
17/01/1998,2241000
24/01/1998,2275000
31/01/1998,2200000
07/02/1998,2253000
14/02/1998,2227000
21/02/1998,2208000
28/02/1998,2209000
07/03/1998,2208000
14/03/1998,2237000
21/03/1998,2227000
28/03/1998,2215000
04/04/1998,2166000
11/04/1998,2202000
18/04/1998,2210000
25/04/1998,2152000
02/05/1998,2135000
09/05/1998,2140000
16/05/1998,2118000
23/05/1998,2134000
30/05/1998,2146000
06/06/1998,2122000
13/06/1998,2159000
20/06/1998,2188000
27/06/1998,2388000
04/07/1998,2290000
11/07/1998,2323000
18/07/1998,2339000
25/07/1998,2383000
01/08/1998,2336000
08/08/1998,2258000
15/08/1998,2210000
22/08/1998,2202000
29/08/1998,2182000
05/09/1998,2160000
12/09/1998,2190000
19/09/1998,2114000
26/09/1998,2148000
03/10/1998,2156000
10/10/1998,2167000
17/10/1998,2168000
24/10/1998,2169000
31/10/1998,2162000
07/11/1998,2195000
14/11/1998,2177000
21/11/1998,2207000
28/11/1998,2236000
05/12/1998,2239000
12/12/1998,2205000
19/12/1998,2171000
26/12/1998,2266000
02/01/1999,2303000
09/01/1999,2289000
16/01/1999,2316000
23/01/1999,2269000
30/01/1999,2259000
06/02/1999,2253000
13/02/1999,2253000
20/02/1999,2237000
27/02/1999,2219000
06/03/1999,2238000
13/03/1999,2232000
20/03/1999,2247000
27/03/1999,2191000
03/04/1999,2280000
10/04/1999,2247000
17/04/1999,2230000
24/04/1999,2193000
01/05/1999,2226000
08/05/1999,2200000
15/05/1999,2232000
22/05/1999,2223000
29/05/1999,2191000
05/06/1999,2194000
12/06/1999,2215000
19/06/1999,2183000
26/06/1999,2177000
03/07/1999,2202000
10/07/1999,2171000
17/07/1999,2226000
24/07/1999,2203000
31/07/1999,2164000
07/08/1999,2192000
14/08/1999,2176000
21/08/1999,2185000
28/08/1999,2168000
04/09/1999,2157000
11/09/1999,2163000
18/09/1999,2170000
25/09/1999,2158000
02/10/1999,2139000
09/10/1999,2105000
16/10/1999,2102000
23/10/1999,2086000
30/10/1999,2082000
06/11/1999,2099000
13/11/1999,2035000
20/11/1999,2111000
27/11/1999,2098000
04/12/1999,2094000
11/12/1999,2070000
18/12/1999,2123000
25/12/1999,2102000
01/01/2000,2102000
08/01/2000,2107000
15/01/2000,2115000
22/01/2000,2061000
29/01/2000,2164000
05/02/2000,2160000
12/02/2000,2141000
19/02/2000,2132000
26/02/2000,2157000
04/03/2000,2098000
11/03/2000,2099000
18/03/2000,2051000
25/03/2000,2068000
01/04/2000,2026000
08/04/2000,2027000
15/04/2000,1962000
22/04/2000,2035000
29/04/2000,2027000
06/05/2000,1991000
13/05/2000,1982000
20/05/2000,1998000
27/05/2000,1987000
03/06/2000,2019000
10/06/2000,2020000
17/06/2000,2041000
24/06/2000,2033000
01/07/2000,2052000
08/07/2000,2099000
15/07/2000,2122000
22/07/2000,2070000
29/07/2000,2085000
05/08/2000,2096000
12/08/2000,2109000
19/08/2000,2145000
26/08/2000,2119000
02/09/2000,2169000
09/09/2000,2139000
16/09/2000,2115000
23/09/2000,2098000
30/09/2000,2077000
07/10/2000,2133000
14/10/2000,2124000
21/10/2000,2082000
28/10/2000,2126000
04/11/2000,2110000
11/11/2000,2161000
18/11/2000,2279000
25/11/2000,2295000
02/12/2000,2229000
09/12/2000,2263000
16/12/2000,2322000
23/12/2000,2340000
30/12/2000,2378000
06/01/2001,2357000
13/01/2001,2367000
20/01/2001,2419000
27/01/2001,2440000
03/02/2001,2489000
10/02/2001,2435000
17/02/2001,2516000
24/02/2001,2506000
03/03/2001,2558000
10/03/2001,2557000
17/03/2001,2605000
24/03/2001,2587000
31/03/2001,2620000
07/04/2001,2582000
14/04/2001,2742000
21/04/2001,2737000
28/04/2001,2728000
05/05/2001,2732000
12/05/2001,2800000
19/05/2001,2819000
26/05/2001,2926000
02/06/2001,2919000
09/06/2001,2948000
16/06/2001,2939000
23/06/2001,2972000
30/06/2001,2959000
07/07/2001,3063000
14/07/2001,3029000
21/07/2001,2975000
28/07/2001,3056000
04/08/2001,3079000
11/08/2001,3125000
18/08/2001,3113000
25/08/2001,3163000
01/09/2001,3213000
08/09/2001,3197000
15/09/2001,3214000
22/09/2001,3302000
29/09/2001,3385000
06/10/2001,3432000
13/10/2001,3521000
20/10/2001,3557000
27/10/2001,3600000
03/11/2001,3616000
10/11/2001,3627000
17/11/2001,3790000
24/11/2001,3593000
01/12/2001,3619000
08/12/2001,3626000
15/12/2001,3637000
22/12/2001,3591000
29/12/2001,3474000
05/01/2002,3587000
12/01/2002,3500000
19/01/2002,3557000
26/01/2002,3558000
02/02/2002,3537000
09/02/2002,3562000
16/02/2002,3580000
23/02/2002,3538000
02/03/2002,3567000
09/03/2002,3567000
16/03/2002,3598000
23/03/2002,3599000
30/03/2002,3723000
06/04/2002,3732000
13/04/2002,3650000
20/04/2002,3675000
27/04/2002,3700000
04/05/2002,3712000
11/05/2002,3729000
18/05/2002,3695000
25/05/2002,3712000
01/06/2002,3664000
08/06/2002,3681000
15/06/2002,3604000
22/06/2002,3639000
29/06/2002,3588000
06/07/2002,3554000
13/07/2002,3495000
20/07/2002,3473000
27/07/2002,3495000
03/08/2002,3498000
10/08/2002,3485000
17/08/2002,3531000
24/08/2002,3521000
31/08/2002,3549000
07/09/2002,3532000
14/09/2002,3554000
21/09/2002,3579000
28/09/2002,3555000
05/10/2002,3619000
12/10/2002,3529000
19/10/2002,3518000
26/10/2002,3557000
02/11/2002,3557000
09/11/2002,3539000
16/11/2002,3438000
23/11/2002,3474000
30/11/2002,3404000
07/12/2002,3537000
14/12/2002,3497000
21/12/2002,3435000
28/12/2002,3462000
04/01/2003,3438000
11/01/2003,3388000
18/01/2003,3357000
25/01/2003,3475000
01/02/2003,3368000
08/02/2003,3457000
15/02/2003,3423000
22/02/2003,3500000
01/03/2003,3496000
08/03/2003,3559000
15/03/2003,3528000
22/03/2003,3585000
29/03/2003,3536000
05/04/2003,3583000
12/04/2003,3586000
19/04/2003,3674000
26/04/2003,3676000
03/05/2003,3730000
10/05/2003,3704000
17/05/2003,3716000
24/05/2003,3672000
31/05/2003,3774000
07/06/2003,3682000
14/06/2003,3695000
21/06/2003,3692000
28/06/2003,3737000
05/07/2003,3627000
12/07/2003,3599000
19/07/2003,3592000
26/07/2003,3647000
02/08/2003,3601000
09/08/2003,3596000
16/08/2003,3603000
23/08/2003,3574000
30/08/2003,3608000
06/09/2003,3598000
13/09/2003,3559000
20/09/2003,3588000
27/09/2003,3558000
04/10/2003,3570000
11/10/2003,3468000
18/10/2003,3466000
25/10/2003,3441000
01/11/2003,3427000
08/11/2003,3441000
15/11/2003,3331000
22/11/2003,3337000
29/11/2003,3331000
06/12/2003,3318000
13/12/2003,3251000
20/12/2003,3254000
27/12/2003,3258000
03/01/2004,3188000
10/01/2004,3154000
17/01/2004,3139000
24/01/2004,3142000
31/01/2004,3118000
07/02/2004,3179000
14/02/2004,3131000
21/02/2004,3092000
28/02/2004,3057000
06/03/2004,3072000
13/03/2004,3040000
20/03/2004,3066000
27/03/2004,3007000
03/04/2004,2990000
10/04/2004,3022000
17/04/2004,3031000
24/04/2004,2960000
01/05/2004,2998000
08/05/2004,2978000
15/05/2004,2976000
22/05/2004,3010000
29/05/2004,2916000
05/06/2004,2923000
12/06/2004,2990000
19/06/2004,2973000
26/06/2004,2917000
03/07/2004,2948000
10/07/2004,2852000
17/07/2004,2956000
24/07/2004,2935000
31/07/2004,2894000
07/08/2004,2920000
14/08/2004,2889000
21/08/2004,2877000
28/08/2004,2880000
04/09/2004,2872000
11/09/2004,2875000
18/09/2004,2865000
25/09/2004,2839000
02/10/2004,2799000
09/10/2004,2773000
16/10/2004,2781000
23/10/2004,2774000
30/10/2004,2763000
06/11/2004,2765000
13/11/2004,2707000
20/11/2004,2705000
27/11/2004,2761000
04/12/2004,2725000
11/12/2004,2692000
18/12/2004,2688000
25/12/2004,2771000
01/01/2005,2672000
08/01/2005,2720000
15/01/2005,2790000
22/01/2005,2706000
29/01/2005,2731000
05/02/2005,2710000
12/02/2005,2666000
19/02/2005,2667000
26/02/2005,2703000
05/03/2005,2658000
12/03/2005,2681000
19/03/2005,2616000
26/03/2005,2683000
02/04/2005,2653000
09/04/2005,2626000
16/04/2005,2559000
23/04/2005,2588000
30/04/2005,2596000
07/05/2005,2605000
14/05/2005,2568000
21/05/2005,2595000
28/05/2005,2577000
04/06/2005,2630000
11/06/2005,2599000
18/06/2005,2602000
25/06/2005,2569000
02/07/2005,2612000
09/07/2005,2583000
16/07/2005,2619000
23/07/2005,2592000
30/07/2005,2570000
06/08/2005,2584000
13/08/2005,2573000
20/08/2005,2598000
27/08/2005,2568000
03/09/2005,2575000
10/09/2005,2651000
17/09/2005,2787000
24/09/2005,2853000
01/10/2005,2841000
08/10/2005,2831000
15/10/2005,2821000
22/10/2005,2772000
29/10/2005,2752000
05/11/2005,2746000
12/11/2005,2760000
19/11/2005,2712000
26/11/2005,2587000
03/12/2005,2589000
10/12/2005,2620000
17/12/2005,2660000
24/12/2005,2668000
31/12/2005,2660000
07/01/2006,2561000
14/01/2006,2586000
21/01/2006,2516000
28/01/2006,2565000
04/02/2006,2520000
11/02/2006,2517000
18/02/2006,2488000
25/02/2006,2504000
04/03/2006,2453000
11/03/2006,2474000
18/03/2006,2456000
25/03/2006,2439000
01/04/2006,2405000
08/04/2006,2411000
15/04/2006,2408000
22/04/2006,2424000
29/04/2006,2357000
06/05/2006,2372000
13/05/2006,2383000
20/05/2006,2399000
27/05/2006,2381000
03/06/2006,2408000
10/06/2006,2412000
17/06/2006,2395000
24/06/2006,2419000
01/07/2006,2399000
08/07/2006,2491000
15/07/2006,2475000
22/07/2006,2422000
29/07/2006,2460000
05/08/2006,2477000
12/08/2006,2467000
19/08/2006,2464000
26/08/2006,2457000
02/09/2006,2467000
09/09/2006,2449000
16/09/2006,2438000
23/09/2006,2440000
30/09/2006,2437000
07/10/2006,2449000
14/10/2006,2459000
21/10/2006,2428000
28/10/2006,2449000
04/11/2006,2414000
11/11/2006,2467000
18/11/2006,2506000
25/11/2006,2517000
02/12/2006,2472000
09/12/2006,2517000
16/12/2006,2513000
23/12/2006,2449000
30/12/2006,2455000
06/01/2007,2518000
13/01/2007,2507000
20/01/2007,2552000
27/01/2007,2520000
03/02/2007,2575000
10/02/2007,2527000
17/02/2007,2626000
24/02/2007,2549000
03/03/2007,2581000
10/03/2007,2511000
17/03/2007,2515000
24/03/2007,2489000
31/03/2007,2499000
07/04/2007,2497000
14/04/2007,2538000
21/04/2007,2463000
28/04/2007,2486000
05/05/2007,2429000
12/05/2007,2465000
19/05/2007,2417000
26/05/2007,2480000
02/06/2007,2452000
09/06/2007,2484000
16/06/2007,2453000
23/06/2007,2520000
30/06/2007,2501000
07/07/2007,2563000
14/07/2007,2555000
21/07/2007,2514000
28/07/2007,2537000
04/08/2007,2531000
11/08/2007,2556000
18/08/2007,2556000
25/08/2007,2569000
01/09/2007,2565000
08/09/2007,2537000
15/09/2007,2536000
22/09/2007,2530000
29/09/2007,2518000
06/10/2007,2521000
13/10/2007,2541000
20/10/2007,2598000
27/10/2007,2587000
03/11/2007,2617000
10/11/2007,2607000
17/11/2007,2609000
24/11/2007,2634000
01/12/2007,2639000
08/12/2007,2672000
15/12/2007,2737000
22/12/2007,2752000
29/12/2007,2760000
05/01/2008,2828000
12/01/2008,2752000
19/01/2008,2770000
26/01/2008,2845000
02/02/2008,2810000
09/02/2008,2846000
16/02/2008,2837000
23/02/2008,2884000
01/03/2008,2867000
08/03/2008,2895000
15/03/2008,2897000
22/03/2008,2938000
29/03/2008,2967000
05/04/2008,2969000
12/04/2008,2937000
19/04/2008,2964000
26/04/2008,2986000
03/05/2008,2993000
10/05/2008,2997000
17/05/2008,3016000
24/05/2008,3007000
31/05/2008,3055000
07/06/2008,3010000
14/06/2008,3057000
21/06/2008,3054000
28/06/2008,3110000
05/07/2008,3113000
12/07/2008,3104000
19/07/2008,3227000
26/07/2008,3261000
02/08/2008,3330000
09/08/2008,3327000
16/08/2008,3385000
23/08/2008,3384000
30/08/2008,3464000
06/09/2008,3420000
13/09/2008,3493000
20/09/2008,3551000
27/09/2008,3623000
04/10/2008,3676000
11/10/2008,3696000
18/10/2008,3729000
25/10/2008,3823000
01/11/2008,3928000
08/11/2008,4011000
15/11/2008,4002000
22/11/2008,4095000
29/11/2008,4447000
06/12/2008,4417000
13/12/2008,4445000
20/12/2008,4548000
27/12/2008,4679000
03/01/2009,4692000
10/01/2009,4760000
17/01/2009,4864000
24/01/2009,4980000
31/01/2009,5010000
07/02/2009,5157000
14/02/2009,5279000
21/02/2009,5307000
28/02/2009,5445000
07/03/2009,5600000
14/03/2009,5699000
21/03/2009,5829000
28/03/2009,5935000
04/04/2009,6044000
11/04/2009,6130000
18/04/2009,6264000
25/04/2009,6300000
02/05/2009,6416000
09/05/2009,6516000
16/05/2009,6539000
23/05/2009,6522000
30/05/2009,6635000
06/06/2009,6506000
13/06/2009,6525000
20/06/2009,6488000
27/06/2009,6618000
04/07/2009,6145000
11/07/2009,6136000
18/07/2009,6118000
25/07/2009,6157000
01/08/2009,6111000
08/08/2009,6090000
15/08/2009,6008000
22/08/2009,6060000
29/08/2009,5970000
05/09/2009,6079000
12/09/2009,6006000
19/09/2009,5942000
26/09/2009,5912000
03/10/2009,5900000
10/10/2009,5828000
17/10/2009,5746000
24/10/2009,5705000
31/10/2009,5649000
07/11/2009,5568000
14/11/2009,5462000
21/11/2009,5489000
28/11/2009,5323000
05/12/2009,5289000
12/12/2009,5191000
19/12/2009,5100000
26/12/2009,4987000
02/01/2010,4870000
09/01/2010,4879000
16/01/2010,4809000
23/01/2010,4841000
30/01/2010,4796000
06/02/2010,4838000
13/02/2010,4815000
20/02/2010,4767000
27/02/2010,4755000
06/03/2010,4766000
13/03/2010,4750000
20/03/2010,4743000
27/03/2010,4668000
03/04/2010,4755000
10/04/2010,4746000
17/04/2010,4721000
24/04/2010,4690000
01/05/2010,4695000
08/05/2010,4707000
15/05/2010,4688000
22/05/2010,4731000
29/05/2010,4553000
05/06/2010,4624000
12/06/2010,4606000
19/06/2010,4619000
26/06/2010,4484000
03/07/2010,4620000
10/07/2010,4482000
17/07/2010,4545000
24/07/2010,4529000
31/07/2010,4467000
07/08/2010,4478000
14/08/2010,4432000
21/08/2010,4426000
28/08/2010,4509000
04/09/2010,4501000
11/09/2010,4487000
18/09/2010,4452000
25/09/2010,4431000
02/10/2010,4407000
09/10/2010,4403000
16/10/2010,4348000
23/10/2010,4331000
30/10/2010,4328000
06/11/2010,4270000
13/11/2010,4176000
20/11/2010,4218000
27/11/2010,4118000
04/12/2010,4137000
11/12/2010,4062000
18/12/2010,4113000
25/12/2010,4088000
01/01/2011,3898000
08/01/2011,3907000
15/01/2011,3974000
22/01/2011,3926000
29/01/2011,3887000
05/02/2011,3928000
12/02/2011,3839000
19/02/2011,3821000
26/02/2011,3809000
05/03/2011,3772000
12/03/2011,3772000
19/03/2011,3752000
26/03/2011,3766000
02/04/2011,3756000
09/04/2011,3751000
16/04/2011,3717000
23/04/2011,3796000
30/04/2011,3834000
07/05/2011,3787000
14/05/2011,3781000
21/05/2011,3799000
28/05/2011,3728000
04/06/2011,3750000
11/06/2011,3746000
18/06/2011,3752000
25/06/2011,3719000
02/07/2011,3733000
09/07/2011,3724000
16/07/2011,3734000
23/07/2011,3741000
30/07/2011,3676000
06/08/2011,3709000
13/08/2011,3717000
20/08/2011,3715000
27/08/2011,3723000
03/09/2011,3759000
10/09/2011,3758000
17/09/2011,3747000
24/09/2011,3707000
01/10/2011,3697000
08/10/2011,3731000
15/10/2011,3704000
22/10/2011,3699000
29/10/2011,3677000
05/11/2011,3603000
12/11/2011,3676000
19/11/2011,3739000
26/11/2011,3592000
03/12/2011,3595000
10/12/2011,3543000
17/12/2011,3588000
24/12/2011,3575000
31/12/2011,3566000
07/01/2012,3421000
14/01/2012,3511000
21/01/2012,3419000
28/01/2012,3454000
04/02/2012,3391000
11/02/2012,3362000
18/02/2012,3382000
25/02/2012,3392000
03/03/2012,3367000
10/03/2012,3353000
17/03/2012,3342000
24/03/2012,3336000
31/03/2012,3286000
07/04/2012,3325000
14/04/2012,3355000
21/04/2012,3316000
28/04/2012,3296000
05/05/2012,3326000
12/05/2012,3334000
19/05/2012,3301000
26/05/2012,3351000
02/06/2012,3327000
09/06/2012,3343000
16/06/2012,3323000
23/06/2012,3325000
30/06/2012,3304000
07/07/2012,3314000
14/07/2012,3307000
21/07/2012,3290000
28/07/2012,3312000
04/08/2012,3302000
11/08/2012,3296000
18/08/2012,3306000
25/08/2012,3321000
01/09/2012,3327000
08/09/2012,3312000
15/09/2012,3316000
22/09/2012,3308000
29/09/2012,3309000
06/10/2012,3295000
13/10/2012,3302000
20/10/2012,3285000
27/10/2012,3223000
03/11/2012,3368000
10/11/2012,3364000
17/11/2012,3325000
24/11/2012,3248000
01/12/2012,3195000
08/12/2012,3229000
15/12/2012,3179000
22/12/2012,3221000
29/12/2012,3127000
05/01/2013,3147000
12/01/2013,3108000
19/01/2013,3138000
26/01/2013,3138000
02/02/2013,3075000
09/02/2013,3081000
16/02/2013,3036000
23/02/2013,3043000
02/03/2013,3011000
09/03/2013,3024000
16/03/2013,3028000
23/03/2013,3046000
30/03/2013,3080000
06/04/2013,3076000
13/04/2013,3024000
20/04/2013,3027000
27/04/2013,3039000
04/05/2013,3042000
11/05/2013,2975000
18/05/2013,3020000
25/05/2013,3012000
01/06/2013,2999000
08/06/2013,3004000
15/06/2013,2996000
22/06/2013,2962000
29/06/2013,3003000
06/07/2013,3113000
13/07/2013,3011000
20/07/2013,2947000
27/07/2013,3010000
03/08/2013,2944000
10/08/2013,2987000
17/08/2013,2968000
24/08/2013,2934000
31/08/2013,2839000
07/09/2013,2822000
14/09/2013,2863000
21/09/2013,2954000
28/09/2013,2944000
05/10/2013,2929000
12/10/2013,2925000
19/10/2013,2933000
26/10/2013,2927000
02/11/2013,2873000
09/11/2013,2925000
16/11/2013,2837000
23/11/2013,2813000
30/11/2013,2808000
07/12/2013,2892000
14/12/2013,2903000
21/12/2013,2832000
28/12/2013,2807000
04/01/2014,2903000
11/01/2014,2907000
18/01/2014,2847000
25/01/2014,2850000
01/02/2014,2852000
08/02/2014,2859000
15/02/2014,2861000
22/02/2014,2823000
01/03/2014,2787000
08/03/2014,2816000
15/03/2014,2764000
22/03/2014,2800000
29/03/2014,2729000
05/04/2014,2730000
12/04/2014,2680000
19/04/2014,2767000
26/04/2014,2707000
03/05/2014,2702000
10/05/2014,2691000
17/05/2014,2657000
24/05/2014,2646000
31/05/2014,2641000
07/06/2014,2598000
14/06/2014,2595000
21/06/2014,2583000
28/06/2014,2579000
05/07/2014,2540000
12/07/2014,2528000
19/07/2014,2542000
26/07/2014,2524000
02/08/2014,2530000
09/08/2014,2508000
16/08/2014,2517000
23/08/2014,2483000
30/08/2014,2486000
06/09/2014,2452000
13/09/2014,2465000
20/09/2014,2447000
27/09/2014,2427000
04/10/2014,2441000
11/10/2014,2409000
18/10/2014,2437000
25/10/2014,2406000
01/11/2014,2436000
08/11/2014,2384000
15/11/2014,2351000
22/11/2014,2389000
29/11/2014,2484000
06/12/2014,2381000
13/12/2014,2379000
20/12/2014,2338000
27/12/2014,2422000
03/01/2015,2381000
10/01/2015,2400000
17/01/2015,2336000
24/01/2015,2335000
31/01/2015,2297000
07/02/2015,2344000
14/02/2015,2319000
21/02/2015,2341000
28/02/2015,2357000
07/03/2015,2361000
14/03/2015,2361000
21/03/2015,2306000
28/03/2015,2278000
04/04/2015,2273000
11/04/2015,2320000
18/04/2015,2279000
25/04/2015,2254000
02/05/2015,2261000
09/05/2015,2253000
16/05/2015,2258000
23/05/2015,2236000
30/05/2015,2294000
06/06/2015,2250000
13/06/2015,2268000
20/06/2015,2265000
27/06/2015,2312000
04/07/2015,2233000
11/07/2015,2226000
18/07/2015,2267000
25/07/2015,2253000
01/08/2015,2257000
08/08/2015,2247000
15/08/2015,2256000
22/08/2015,2252000
29/08/2015,2258000
05/09/2015,2243000
